userId,username,totalPoints
9975427,"Dwagon",33.291579
12389546,"eloj",33.291579
16288992,"Ruyaya",33.146789
6662652,"Minil",33.065622
12301296,"tsp648",33.007311
4659319,"seegii",32.989647
13860274,"Valor1248",32.743438
3771576,"Flami",32.251717
6800152,"lPogonyuto",32.217750
4945688,"rairiku",32.140173
8957338,"Hyun2",32.139336
5276218,"Shuezi",32.139336
20534843,"DONCARLITOS",32.139336
18163163,"- Yuuki -",32.139336
1052349,"AlfredTheSalmon",32.056892
29044372,"Smoyy",31.977997
19110609,"IcyTrip",31.944103
9325507,"superCreper",31.929187
10429510,"yah",31.928622
13204059,"_brugh",31.928622
12484908,"Traz",31.909038
9599681,"kaenen",31.743054
4896825,"My Angel Anzu",31.729497
8925266,"Haadez",31.647884
18179814,"So_pro",31.398772
6744123,"Burning John",31.183294
8105138,"nejzha",31.148436
11973981,"lightwine",31.056550
11141678,"KevDawg",30.879642
7461231,"robloxxa",30.789112
14231641,"SparxieFan059",30.690400
15520572,"TetraDoge",30.690400
7630971,"VROUM CV VITE",30.634860
12932016,"Yuichi",30.626174
21011325,"mihail pikulev",30.618471
14264625,"- Fia -",30.561682
15346564,"Bairechuu",30.408212
3706039,"MetaBee",30.373435
11380904,"the gloomist",30.248991
11636332,"-Yeji",30.056456
10133455,"Basherman",30.056456
3181083,"AJT",30.056456
22372931,"exen47",30.046660
8964050,"GAO HAO",30.014409
19469420,"Ahwokn",30.000637
10064064,"Majewski",29.944385
15427342,"Starbucks Pepsi",29.905454
12781767,"Tristan",29.905454
16509171,"uatzap",29.671206
16702873,"distant_waves",29.586135
13158972,"Pinto",29.395717
3068044,"Dumii",29.347537
7415910,"Avenito",29.342682
23350068,"-Rigel-",29.290774
3441616,"Clarity",29.209032
7701428,"Eunha",29.042160
8170186,"TWOJA STARA",29.017904
3375842,"Nayro",28.991414
9509358,"termi",28.910523
15004178,"rtx",28.648253
13330123,"mizto",28.625196
8928890,"Stylante",28.481384
7047218,"riwu",28.481384
9895270,"marbl",28.481384
14265708,"_singularity",28.481384
13966527,"Ant -w-",28.481384
6596134,"Zonii",28.481384
11357673,"MarcelSvK",28.343668
2845904,"dectopia",28.328714
1460263,"Pain",28.315640
13618032,"815",28.261711
11836334,"Nev-",28.194077
13334336,"CR7MENTALITY",28.025005
9491900,"MyAngelNino",27.905249
18688473,"Mayuri",27.868814
8045604,"RomanTheFUKER",27.820432
15180662,"tgnalice",27.773013
7387395,"Martair",27.773013
13033798,"mads",27.773013
16380723,"Ivanix",27.773013
15844515,"T1 FAKER",27.773013
16802633,"-database-",27.773013
12027472,"Ace on osu",27.773013
19130169,"Lemuze",27.773013
19666163,"Scyfyyy",27.773013
12115298,"HeyItzShane",27.727416
10783597,"kettoph",27.722804
17064861,"Srr",27.633451
20511373,"pauldeegee",27.451034
16762558,"Peterbot",27.389107
11383358,"Drxvmik",27.375008
21369935,"whca",27.348339
16536519,"mitya",27.344059
10724221,"cir",27.326575
15841970,"littlepuppydog4",26.884811
15929865,"bottomhottom",26.810578
6341977,"kasuwa",26.541728
4540667,"Another Guy",26.521784
10826957,"escace",26.365667
15010335,"Klee_Torru",26.275552
10475420,"Ditroon",26.275552
6937470,"kazamabc",26.041905
8443945,"FlasTEH",26.005159
27758743,"Remirakk",25.883875
2204373,"dansi",25.751120
15743842,"ILX",25.695150
14958380,"Clutch",25.621643
32487032,"gxsty",25.610214
13339229,"Ginga",25.604055
10651184,"MINHOCA LOKA",25.547820
11208808,"Ainee",25.531235
3674590,"septembre-02",25.511472
6574823,"haga1115",25.474218
15771173,"puffonxe",25.459397
14480201,"alsper05",25.451278
8329753,"yukin1014",25.110159
10913504,"Kuukoisbestgirl",25.110159
12061914,"Mistermotus",25.110159
12857925,"Jordan2090",25.110159
16044967,"mayreel",25.110159
12005630,"Lewiz",24.983712
7673764,"uyak0",24.858228
